date,market_id,venue,market_type,each_way_divisor,selection_id,side,stake,price,runner_status,old_pnl,new_pnl,delta,sign_changed
2026-04-06,1.256290888,Cork,EACH_WAY,4.0,76772060,BACK,10.0,999.00,PLACED,9481.0000,1180.1250,-8300.8750,False
2026-04-06,1.256290888,Cork,EACH_WAY,4.0,76772060,LAY,10.0,999.00,PLACED,-9980.0000,-1242.7500,8737.2500,False
2026-04-06,1.256289793,Wolverhampton,EACH_WAY,4.0,90725959,BACK,10.0,999.00,PLACED,9481.0000,1180.1250,-8300.8750,False
2026-04-06,1.256289793,Wolverhampton,EACH_WAY,4.0,90725959,LAY,10.0,999.00,PLACED,-9980.0000,-1242.7500,8737.2500,False
2026-04-06,1.256289680,Plumpton,EACH_WAY,4.0,75798976,BACK,10.0,999.00,PLACED,9481.0000,1180.1250,-8300.8750,False
2026-04-06,1.256289680,Plumpton,EACH_WAY,4.0,75798976,LAY,10.0,999.00,PLACED,-9980.0000,-1242.7500,8737.2500,False
2026-04-06,1.256291010,Fairyhouse,EACH_WAY,4.0,68289292,BACK,10.0,999.00,WINNER,9481.0000,5925.6250,-3555.3750,False
2026-04-06,1.256291010,Fairyhouse,EACH_WAY,4.0,68289292,LAY,10.0,999.00,WINNER,-9980.0000,-6237.5000,3742.5000,False
2026-04-06,1.256289735,Hereford,EACH_WAY,4.0,10398151,BACK,10.0,999.00,PLACED,9481.0000,1180.1250,-8300.8750,False
2026-04-06,1.256289735,Hereford,EACH_WAY,4.0,10398151,LAY,10.0,999.00,PLACED,-9980.0000,-1242.7500,8737.2500,False
2026-04-06,1.256290334,Kempton,EACH_WAY,5.0,80951168,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-06,1.256290334,Kempton,EACH_WAY,5.0,80951168,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-06,1.256290893,Cork,EACH_WAY,5.0,75177474,BACK,10.0,999.00,WINNER,9481.0000,5688.6000,-3792.4000,False
2026-04-06,1.256290893,Cork,EACH_WAY,5.0,75177474,LAY,10.0,999.00,WINNER,-9980.0000,-5988.0000,3992.0000,False
2026-04-06,1.256289799,Wolverhampton,EACH_WAY,4.0,76066370,BACK,10.0,999.00,PLACED,9481.0000,1180.1250,-8300.8750,False
2026-04-06,1.256289799,Wolverhampton,EACH_WAY,4.0,76066370,LAY,10.0,999.00,PLACED,-9980.0000,-1242.7500,8737.2500,False
2026-04-06,1.256289686,Plumpton,EACH_WAY,4.0,63217847,BACK,10.0,999.00,PLACED,9481.0000,1180.1250,-8300.8750,False
2026-04-06,1.256289686,Plumpton,EACH_WAY,4.0,63217847,LAY,10.0,999.00,PLACED,-9980.0000,-1242.7500,8737.2500,False
2026-04-06,1.256291017,Fairyhouse,EACH_WAY,5.0,41341975,BACK,10.0,999.00,WINNER,9481.0000,5688.6000,-3792.4000,False
2026-04-06,1.256291017,Fairyhouse,EACH_WAY,5.0,41341975,LAY,10.0,999.00,WINNER,-9980.0000,-5988.0000,3992.0000,False
2026-04-06,1.256289658,Fakenham,EACH_WAY,4.0,41677525,BACK,10.0,999.00,PLACED,9481.0000,1180.1250,-8300.8750,False
2026-04-06,1.256289658,Fakenham,EACH_WAY,4.0,41677525,LAY,10.0,999.00,PLACED,-9980.0000,-1242.7500,8737.2500,False
2026-04-06,1.256290346,Kempton,EACH_WAY,4.0,71384203,BACK,10.0,999.00,WINNER,9481.0000,5925.6250,-3555.3750,False
2026-04-06,1.256290346,Kempton,EACH_WAY,4.0,71384203,LAY,10.0,999.00,WINNER,-9980.0000,-6237.5000,3742.5000,False
2026-04-06,1.256290898,Cork,EACH_WAY,5.0,54534472,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-06,1.256290898,Cork,EACH_WAY,5.0,54534472,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-06,1.256289800,Wolverhampton,EACH_WAY,5.0,60857749,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-06,1.256289800,Wolverhampton,EACH_WAY,5.0,60857749,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-06,1.256291024,Fairyhouse,EACH_WAY,4.0,17516552,BACK,10.0,999.00,WINNER,9481.0000,5925.6250,-3555.3750,False
2026-04-06,1.256291024,Fairyhouse,EACH_WAY,4.0,17516552,LAY,10.0,999.00,WINNER,-9980.0000,-6237.5000,3742.5000,False
2026-04-06,1.256289693,Plumpton,EACH_WAY,5.0,44623837,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-06,1.256289693,Plumpton,EACH_WAY,5.0,44623837,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-06,1.256289755,Hereford,EACH_WAY,4.0,50148341,BACK,10.0,999.00,WINNER,9481.0000,5925.6250,-3555.3750,False
2026-04-06,1.256289755,Hereford,EACH_WAY,4.0,50148341,LAY,10.0,999.00,WINNER,-9980.0000,-6237.5000,3742.5000,False
2026-04-06,1.256290347,Kempton,EACH_WAY,5.0,54841300,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-06,1.256290347,Kempton,EACH_WAY,5.0,54841300,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-06,1.256290903,Cork,EACH_WAY,5.0,82579257,BACK,10.0,999.00,WINNER,9481.0000,5688.6000,-3792.4000,False
2026-04-06,1.256290903,Cork,EACH_WAY,5.0,82579257,LAY,10.0,999.00,WINNER,-9980.0000,-5988.0000,3992.0000,False
2026-04-06,1.256289806,Wolverhampton,EACH_WAY,5.0,40473378,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-06,1.256289806,Wolverhampton,EACH_WAY,5.0,40473378,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-06,1.256289705,Plumpton,EACH_WAY,4.0,80226264,BACK,10.0,999.00,PLACED,9481.0000,1180.1250,-8300.8750,False
2026-04-06,1.256289705,Plumpton,EACH_WAY,4.0,80226264,LAY,10.0,999.00,PLACED,-9980.0000,-1242.7500,8737.2500,False
2026-04-06,1.256289766,Hereford,EACH_WAY,5.0,92793821,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-06,1.256289766,Hereford,EACH_WAY,5.0,92793821,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-06,1.256289669,Fakenham,EACH_WAY,4.0,13192957,BACK,10.0,999.00,WINNER,9481.0000,5925.6250,-3555.3750,False
2026-04-06,1.256289669,Fakenham,EACH_WAY,4.0,13192957,LAY,10.0,999.00,WINNER,-9980.0000,-6237.5000,3742.5000,False
2026-04-06,1.256290354,Kempton,EACH_WAY,5.0,59154545,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-06,1.256290354,Kempton,EACH_WAY,5.0,59154545,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-06,1.256290908,Cork,EACH_WAY,5.0,97087851,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-06,1.256290908,Cork,EACH_WAY,5.0,97087851,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-06,1.256289813,Wolverhampton,EACH_WAY,5.0,45744184,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-06,1.256289813,Wolverhampton,EACH_WAY,5.0,45744184,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-06,1.256291038,Fairyhouse,EACH_WAY,4.0,96512230,BACK,10.0,999.00,PLACED,9481.0000,1180.1250,-8300.8750,False
2026-04-06,1.256291038,Fairyhouse,EACH_WAY,4.0,96512230,LAY,10.0,999.00,PLACED,-9980.0000,-1242.7500,8737.2500,False
2026-04-06,1.256290361,Kempton,EACH_WAY,5.0,37487645,BACK,10.0,999.00,WINNER,9481.0000,5688.6000,-3792.4000,False
2026-04-06,1.256290361,Kempton,EACH_WAY,5.0,37487645,LAY,10.0,999.00,WINNER,-9980.0000,-5988.0000,3992.0000,False
2026-04-06,1.256289820,Wolverhampton,EACH_WAY,5.0,35447344,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-06,1.256289820,Wolverhampton,EACH_WAY,5.0,35447344,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-06,1.256291045,Fairyhouse,EACH_WAY,5.0,92215871,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-06,1.256291045,Fairyhouse,EACH_WAY,5.0,92215871,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-08,1.256383872,Nottingham,EACH_WAY,5.0,90262117,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-08,1.256383872,Nottingham,EACH_WAY,5.0,90262117,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-08,1.256383951,Catterick,EACH_WAY,4.0,73963536,BACK,10.0,999.00,PLACED,9481.0000,1180.1250,-8300.8750,False
2026-04-08,1.256383951,Catterick,EACH_WAY,4.0,73963536,LAY,10.0,999.00,PLACED,-9980.0000,-1242.7500,8737.2500,False
2026-04-08,1.256383879,Nottingham,EACH_WAY,5.0,97167636,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-08,1.256383879,Nottingham,EACH_WAY,5.0,97167636,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-08,1.256384783,Gowran Park,EACH_WAY,5.0,391307,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-08,1.256384783,Gowran Park,EACH_WAY,5.0,391307,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-08,1.256383958,Catterick,EACH_WAY,5.0,83917105,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-08,1.256383958,Catterick,EACH_WAY,5.0,83917105,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-08,1.256383891,Nottingham,EACH_WAY,4.0,16081418,BACK,10.0,999.00,WINNER,9481.0000,5925.6250,-3555.3750,False
2026-04-08,1.256383891,Nottingham,EACH_WAY,4.0,16081418,LAY,10.0,999.00,WINNER,-9980.0000,-6237.5000,3742.5000,False
2026-04-08,1.256383778,Fontwell,EACH_WAY,5.0,16396092,BACK,10.0,999.00,WINNER,9481.0000,5688.6000,-3792.4000,False
2026-04-08,1.256383778,Fontwell,EACH_WAY,5.0,16396092,LAY,10.0,999.00,WINNER,-9980.0000,-5988.0000,3992.0000,False
2026-04-08,1.256384788,Gowran Park,EACH_WAY,5.0,83421777,BACK,10.0,999.00,WINNER,9481.0000,5688.6000,-3792.4000,False
2026-04-08,1.256384788,Gowran Park,EACH_WAY,5.0,83421777,LAY,10.0,999.00,WINNER,-9980.0000,-5988.0000,3992.0000,False
2026-04-08,1.256383965,Catterick,EACH_WAY,5.0,85294064,BACK,10.0,999.00,WINNER,9481.0000,5688.6000,-3792.4000,False
2026-04-08,1.256383965,Catterick,EACH_WAY,5.0,85294064,LAY,10.0,999.00,WINNER,-9980.0000,-5988.0000,3992.0000,False
2026-04-08,1.256383892,Nottingham,EACH_WAY,5.0,40495931,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-08,1.256383892,Nottingham,EACH_WAY,5.0,40495931,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-08,1.256383785,Fontwell,EACH_WAY,5.0,77667470,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-08,1.256383785,Fontwell,EACH_WAY,5.0,77667470,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-08,1.256384793,Gowran Park,EACH_WAY,5.0,89407650,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-08,1.256384793,Gowran Park,EACH_WAY,5.0,89407650,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-08,1.256383971,Catterick,EACH_WAY,4.0,46712037,BACK,10.0,999.00,PLACED,9481.0000,1180.1250,-8300.8750,False
2026-04-08,1.256383971,Catterick,EACH_WAY,4.0,46712037,LAY,10.0,999.00,PLACED,-9980.0000,-1242.7500,8737.2500,False
2026-04-08,1.256383899,Nottingham,EACH_WAY,5.0,87916176,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-08,1.256383899,Nottingham,EACH_WAY,5.0,87916176,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-08,1.256384798,Gowran Park,EACH_WAY,5.0,86034524,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-08,1.256384798,Gowran Park,EACH_WAY,5.0,86034524,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-08,1.256383979,Catterick,EACH_WAY,5.0,81447683,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-08,1.256383979,Catterick,EACH_WAY,5.0,81447683,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-08,1.256383915,Nottingham,EACH_WAY,4.0,48855521,BACK,10.0,999.00,PLACED,9481.0000,1180.1250,-8300.8750,False
2026-04-08,1.256383915,Nottingham,EACH_WAY,4.0,48855521,LAY,10.0,999.00,PLACED,-9980.0000,-1242.7500,8737.2500,False
2026-04-08,1.256383801,Fontwell,EACH_WAY,4.0,47775308,BACK,10.0,999.00,PLACED,9481.0000,1180.1250,-8300.8750,False
2026-04-08,1.256383801,Fontwell,EACH_WAY,4.0,47775308,LAY,10.0,999.00,PLACED,-9980.0000,-1242.7500,8737.2500,False
2026-04-08,1.256383986,Catterick,EACH_WAY,5.0,13865914,BACK,10.0,999.00,WINNER,9481.0000,5688.6000,-3792.4000,False
2026-04-08,1.256383986,Catterick,EACH_WAY,5.0,13865914,LAY,10.0,999.00,WINNER,-9980.0000,-5988.0000,3992.0000,False
2026-04-08,1.256383935,Nottingham,EACH_WAY,4.0,90467639,BACK,10.0,999.00,PLACED,9481.0000,1180.1250,-8300.8750,False
2026-04-08,1.256383935,Nottingham,EACH_WAY,4.0,90467639,LAY,10.0,999.00,PLACED,-9980.0000,-1242.7500,8737.2500,False
2026-04-08,1.256384808,Gowran Park,EACH_WAY,4.0,47545825,BACK,10.0,999.00,PLACED,9481.0000,1180.1250,-8300.8750,False
2026-04-08,1.256384808,Gowran Park,EACH_WAY,4.0,47545825,LAY,10.0,999.00,PLACED,-9980.0000,-1242.7500,8737.2500,False
2026-04-08,1.256383823,Kempton,EACH_WAY,4.0,282039,BACK,10.0,999.00,WINNER,9481.0000,5925.6250,-3555.3750,False
2026-04-08,1.256383823,Kempton,EACH_WAY,4.0,282039,LAY,10.0,999.00,WINNER,-9980.0000,-6237.5000,3742.5000,False
2026-04-08,1.256383993,Catterick,EACH_WAY,5.0,57238336,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-08,1.256383993,Catterick,EACH_WAY,5.0,57238336,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-08,1.256383942,Nottingham,EACH_WAY,5.0,78701647,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-08,1.256383942,Nottingham,EACH_WAY,5.0,78701647,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-08,1.256383811,Fontwell,EACH_WAY,4.0,84080030,BACK,10.0,999.00,PLACED,9481.0000,1180.1250,-8300.8750,False
2026-04-08,1.256383811,Fontwell,EACH_WAY,4.0,84080030,LAY,10.0,999.00,PLACED,-9980.0000,-1242.7500,8737.2500,False
2026-04-08,1.256384813,Gowran Park,EACH_WAY,5.0,25106534,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-08,1.256384813,Gowran Park,EACH_WAY,5.0,25106534,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-08,1.256383824,Kempton,EACH_WAY,5.0,88845394,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-08,1.256383824,Kempton,EACH_WAY,5.0,88845394,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-08,1.256384000,Catterick,EACH_WAY,5.0,69437318,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-08,1.256384000,Catterick,EACH_WAY,5.0,69437318,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-08,1.256383830,Kempton,EACH_WAY,5.0,1301423,BACK,10.0,999.00,WINNER,9481.0000,5688.6000,-3792.4000,False
2026-04-08,1.256383830,Kempton,EACH_WAY,5.0,1301423,LAY,10.0,999.00,WINNER,-9980.0000,-5988.0000,3992.0000,False
2026-04-08,1.256383837,Kempton,EACH_WAY,4.0,423400,BACK,10.0,999.00,WINNER,9481.0000,5925.6250,-3555.3750,False
2026-04-08,1.256383837,Kempton,EACH_WAY,4.0,423400,LAY,10.0,999.00,WINNER,-9980.0000,-6237.5000,3742.5000,False
2026-04-08,1.256383849,Kempton,EACH_WAY,4.0,89680044,BACK,10.0,999.00,PLACED,9481.0000,1180.1250,-8300.8750,False
2026-04-08,1.256383849,Kempton,EACH_WAY,4.0,89680044,LAY,10.0,999.00,PLACED,-9980.0000,-1242.7500,8737.2500,False
2026-04-08,1.256383851,Kempton,EACH_WAY,5.0,86285655,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-08,1.256383851,Kempton,EACH_WAY,5.0,86285655,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-08,1.256383858,Kempton,EACH_WAY,4.0,74674825,BACK,10.0,999.00,PLACED,9481.0000,1180.1250,-8300.8750,False
2026-04-08,1.256383858,Kempton,EACH_WAY,4.0,74674825,LAY,10.0,999.00,PLACED,-9980.0000,-1242.7500,8737.2500,False
2026-04-08,1.256383865,Kempton,EACH_WAY,4.0,3408175,BACK,10.0,999.00,WINNER,9481.0000,5925.6250,-3555.3750,False
2026-04-08,1.256383865,Kempton,EACH_WAY,4.0,3408175,LAY,10.0,999.00,WINNER,-9980.0000,-6237.5000,3742.5000,False
2026-04-09,1.256435540,Aintree,EACH_WAY,5.0,78293455,BACK,10.0,999.00,PLACED,9481.0000,943.1000,-8537.9000,False
2026-04-09,1.256435540,Aintree,EACH_WAY,5.0,78293455,LAY,10.0,999.00,PLACED,-9980.0000,-993.2500,8986.7500,False
2026-04-09,1.256435434,Southwell,EACH_WAY,5.0,83242495,BACK,10.0,999.00,WINNER,9481.0000,5688.6000,-3792.4000,False
2026-04-09,1.256435434,Southwell,EACH_WAY,5.0,83242495,LAY,10.0,999.00,WINNER,-9980.0000,-5988.0000,3992.0000,False
2026-04-09,1.256435551,Aintree,EACH_WAY,4.0,96512294,BACK,10.0,999.00,PLACED,9481.0000,1180.1250,-8300.8750,False
2026-04-09,1.256435551,Aintree,EACH_WAY,4.0,96512294,LAY,10.0,999.00,PLACED,-9980.0000,-1242.7500,8737.2500,False
2026-04-09,1.256435498,Taunton,EACH_WAY,4.0,90690058,BACK,10.0,999.00,PLACED,9481.0000,1180.1250,-8300.8750,False
2026-04-09,1.256435498,Taunton,EACH_WAY,4.0,90690058,LAY,10.0,999.00,PLACED,-9980.0000,-1242.7500,8737.2500,False
2026-04-09,1.256435427,Southwell,EACH_WAY,4.0,95589346,BACK,10.0,999.00,WINNER,9481.0000,5925.6250,-3555.3750,False
2026-04-09,1.256435427,Southwell,EACH_WAY,4.0,95589346,LAY,10.0,999.00,WINNER,-9980.0000,-6237.5000,3742.5000,False
2026-04-09,1.256435556,Aintree,EACH_WAY,4.0,62323840,BACK,10.0,999.00,PLACED,9481.0000,1180.1250,-8300.8750,False
2026-04-09,1.256435556,Aintree,EACH_WAY,4.0,62323840,LAY,10.0,999.00,PLACED,-9980.0000,-1242.7500,8737.2500,False
2026-04-09,1.256435504,Taunton,EACH_WAY,4.0,65872409,BACK,10.0,999.00,PLACED,9481.0000,1180.1250,-8300.8750,False
2026-04-09,1.256435504,Taunton,EACH_WAY,4.0,65872409,LAY,10.0,999.00,PLACED,-9980.0000,-1242.7500,8737.2500,False
2026-04-09,1.256435446,Southwell,EACH_WAY,4.0,32278,BACK,10.0,999.00,WINNER,9481.0000,5925.6250,-3555.3750,False
2026-04-09,1.256435446,Southwell,EACH_WAY,4.0,32278,LAY,10.0,999.00,WINNER,-9980.0000,-6237.5000,3742.5000,False
2026-04-09,1.256435505,Taunton,EACH_WAY,5.0,186770,BACK,10.0,999.00,WINNER,9481.0000,5688.6000,-3792.4000,False
2026-04-09,1.256435505,Taunton,EACH_WAY,5.0,186770,LAY,10.0,999.00,WINNER,-9980.0000,-5988.0000,3992.0000,False
2026-04-09,1.256435452,Southwell,EACH_WAY,4.0,87740503,BACK,10.0,999.00,PLACED,9481.0000,1180.1250,-8300.8750,False
2026-04-09,1.256435452,Southwell,EACH_WAY,4.0,87740503,LAY,10.0,999.00,PLACED,-9980.0000,-1242.7500,8737.2500,False
2026-04-09,1.256435570,Aintree,EACH_WAY,4.0,64252934,BACK,10.0,999.00,PLACED,9481.0000,1180.1250,-8300.8750,False
2026-04-09,1.256435570,Aintree,EACH_WAY,4.0,64252934,LAY,10.0,999.00,PLACED,-9980.0000,-1242.7500,8737.2500,False
2026-04-09,1.256435518,Taunton,EACH_WAY,4.0,61677348,BACK,10.0,999.00,PLACED,9481.0000,1180.1250,-8300.8750,False
2026-04-09,1.256435518,Taunton,EACH_WAY,4.0,61677348,LAY,10.0,999.00,PLACED,-9980.0000,-1242.7500,8737.2500,False
2026-04-09,1.256435458,Southwell,EACH_WAY,4.0,28532604,BACK,10.0,999.00,WINNER,9481.0000,5925.6250,-3555.3750,False
2026-04-09,1.256435458,Southwell,EACH_WAY,4.0,28532604,LAY,10.0,999.00,WINNER,-9980.0000,-6237.5000,3742.5000,False
2026-04-09,1.256438207,Gowran Park,EACH_WAY,5.0,12244779,BACK,10.0,999.00,WINNER,9481.0000,5688.6000,-3792.4000,False
2026-04-09,1.256438207,Gowran Park,EACH_WAY,5.0,12244779,LAY,10.0,999.00,WINNER,-9980.0000,-5988.0000,3992.0000,False
2026-04-09,1.256435571,Aintree,EACH_WAY,4.0,37103827,BACK,10.0,999.00,PLACED,9481.0000,1180.1250,-8300.8750,False
2026-04-09,1.256435571,Aintree,EACH_WAY,4.0,37103827,LAY,10.0,999.00,PLACED,-9980.0000,-1242.7500,8737.2500,False
